user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,sentiment_label,column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10
cory shilts,"Atlanta, GA",I am a FBCW outcast and nepotism and favoritism victim who yearns to return to help out all the college students help out their community,8/17/2019 5:00,20,16,102,FALSE,7/27/2020 3:32,realdonaldtrump american lost life due nra gun death american lost th,['NRA'],Twitter for iPhone,FALSE,Fear,15078,,,,,,,,,
🏳️‍🌈👬🏳️‍🌈 Dark_Marc 🏳️‍🌈🦄🏳️‍🌈,New Jersey AKA XANADU ,Gay • A “Mentally Deranged Unicorn” • #DetractorsBlocked • I suffer with Depression And Anxiety • I attempted suicide • Single For Life • You Want It Darker? 😷,7/1/2009 18:27,6800,6716,24296,FALSE,7/27/2020 3:32,game newyork yankee majorleaguebaseball covid season played sunday july,"['NewYork', 'Yankees', 'MajorLeagueBaseball', 'Covid19', 'Season', 'Sunday', 'July']",Twitter for iPhone,FALSE,Sad,15080,,,,,,,,,
TonyWorld Rahim,"Antioch, CA","🆎🌍, til we meet again. 🇸🇱. positive mindset.",9/28/2016 2:01,197,327,4235,FALSE,7/27/2020 3:32,stay home sick come u thick covid,['COVID19'],Twitter for iPhone,FALSE,Sad,15083,,,,,,,,,
Paul #WearAMask #AbolishThePolice #BLM Roth,"Los Angeles, CA","45yr old geek, INTERSECTIONAL FEMINIST, YouTuber, veg, Salesforce & AppFolio, DOGS, in Koreatown (he/him) cishet allo, support me: https://t.co/mYP33uXCII",2/27/2009 22:54,2707,2096,68773,FALSE,7/27/2020 3:31,want read covid plan u take account selfish ignorant cruel foolish de,['COVID19'],Twitter for Android,FALSE,Anger,15085,,,,,,,,,
Tara Bandaru,Detroit Rock City,"Wife/Mom:Crush on @BoyGeorge for 38yrs Arts,Crafts,DIY HomeDecor,Music,Politics,Detroit Lions:Uses potty mouth words #Resistance #BLM",6/21/2010 4:06,507,2026,5780,FALSE,7/27/2020 3:31,hannah sick w covid month amp still suffering wa lot different crazy horrible painful,['COVID19'],Twitter for iPhone,FALSE,Sad,15086,,,,,,,,,
LiteraryLass38,Florida,"Resides in the sunshine state with two friends of the canine persuasion. Love my family, friends, theater, Disney and amazing literature.",10/14/2011 19:18,801,365,178945,FALSE,7/27/2020 3:31,govrondesantis brevardschools school age girl dead florida covid ampyet still want,"['Florida', 'COVID19']",Twitter Web App,FALSE,Fear,15087,,,,,,,,,
stephen parsons, Virginia,"Computational Analysis of Eustatic & Tectonic Signals in Upper Cretaceous Foreland; baseball; int’l relations/polisci; chronic pain; father, son, dog lover",3/20/2012 14:39,1938,2420,179668,FALSE,7/27/2020 3:31,reminder surviving covid doesnt mean return health,['covid19'],Twitter for iPad,FALSE,Fear,15093,,,,,,,,,
Soldier For Progress,Everywhere for now; PNW native,"Veteran fighting for gov't that reps citizens, not special interests; zero tolerance for racism/sexism/general stupidity. #BLM #MaskUp All views are my own.",4/26/2009 4:43,538,1687,18274,FALSE,7/27/2020 3:30,idiot doctor thread bringing scare tactic b covid,['COVID19'],Twitter for Android,FALSE,Anger,15098,,,,,,,,,
U.S. Embassy KL,Kuala Lumpur,"Official Twitter of the Embassy of the United States of America, Kuala Lumpur, Malaysia. RT ≠ endorse.",6/24/2010 5:39,17192,2562,3828,TRUE,7/27/2020 3:29,want something help community hit hard covid join mentortalks dr collin,"['COVID19', 'MentorTalks']",Twitter Web App,FALSE,Fear,15119,,,,,,,,,
Mary DeSilva,Never too far from a doggie,"Mommy, sister, friend, dog groomer, and former radio jock. Can eat my weight in Rao's marinara sauce and home made chocolate pudding, just not at the same time.",3/20/2011 11:55,2417,3530,30211,FALSE,7/27/2020 3:28,beyond selfish covid socialdistance wearthedamnmask,"['covid19', 'socialdistance', 'wearthedamnmask']",Twitter for iPhone,FALSE,Sad,15123,,,,,,,,,
Collin Vinish,Canada,23 ~ BUY/STREAM #FOLKLORE,9/1/2012 1:48,1014,2300,57147,FALSE,7/27/2020 3:28,cant american wear fucking mask covid,['covid19'],Twitter for Android,FALSE,Anger,15128,,,,,,,,,
Steve Weiss,"California, USA",These views are my own. #Biden2020 #BidenBeatsTrump #VoteBlueNoMatterWho #TakeBackTheSenate #KeepTheHouse #AntiFascist,12/10/2010 18:43,803,5004,66812,FALSE,7/27/2020 3:27,u city need mask test mr president shock troop common dream view fascisttrump covid covid,"['FascistTrump', 'COVID19', 'COVID']",Twitter for iPhone,FALSE,Fear,15136,,,,,,,,,
25-Jan,"Cairo , Egypt ",‏‏‏فلسطين عربية و تيران و صنافير مصرية و يسقط حكم العسكر,5/8/2014 15:57,480,186,13950,FALSE,7/27/2020 3:27,africa covid count south africa egypt worst affected egypt covid,"['Egypt', 'COVID19', 'مصر', 'كورونا']",Twitter for Android,FALSE,Anger,15137,,,,,,,,,
g,earth,"If you have a dream, a belief, a passion, never let anyone tell you it can't be done. Set your mind and go. The world will fold around you.",2/11/2009 14:19,374,1912,2858,FALSE,7/27/2020 3:26,facewithmedicalmask may failure act promptly let make habit wear mask covid,['COVID19'],Twitter for iPhone,FALSE,Fear,15145,,,,,,,,,
Eugenio Saenz Jr.,"Hawaii, USA","Writer, Photographer, Adventurer, Seeker.",6/14/2012 12:55,31,91,18,FALSE,7/27/2020 3:24,facewithmedicalmask may failure act promptly let make habit wear mask covid,['COVID19'],Twitter for iPhone,FALSE,Fear,15156,,,,,,,,,
Deccan Herald,India,"Bangalore & Karnataka's leading news daily for over 72 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",3/18/2011 10:02,57261,738,1078,TRUE,7/27/2020 3:24,nagaland mlas minister asked come covid negative report enter assembly,['Covid19'],Twitter Web App,FALSE,Fear,15157,,,,,,,,,
Josh Grisdale,"Tokyo, or other places","Founder of @AccessibleJapan and @TabiFolk. Ripping up the streets of #Tokyo in my #wheelchair. Naturalized citizen, not expat. Opinions my own.",1/6/2020 10:04,182,294,1158,FALSE,7/27/2020 3:24,theescapegame remote adventure temporary covid option permanent temp,['covid19'],Twitter Web App,FALSE,Fear,15161,,,,,,,,,
Subham Dora,Bhawanipatna ,"A #Swangman😎🤟🏻🕺
Oops!!!!! I can't be a doctor!!!!!
Becuz I hv joined humanities🐵
The #aaooje effect specialist🧞‍♂️
A feeler 🤴🤴🤴🤴
Aspiring singer👨‍🎤",3/8/2020 12:08,2,24,10,FALSE,7/27/2020 3:23,komalnahta covid spread stupid thing crucial time govt declare,['covid19'],Twitter Web App,FALSE,Fear,15169,,,,,,,,,
#'संत कल्पवृक्षगिरी सुशीलगिरि महाराज'-सचिन उपमन्यु,भारत,अच्युतं केशवं राम नारायणं। कृष्ण दामोदरं वासुदेवं हरिं। श्रीधरं माधवं गोपिका वल्लभं। जानकीनायकं रामचन्द्रं भजे।।...गरुड़पुराण सरोद्धार ८/१७ .,6/12/2018 1:43,160,111,33694,FALSE,7/27/2020 3:19,httweets httweets wrong every religious leader asking people pray eradicate covid,['covid19'],Twitter Web App,FALSE,Fear,15195,,,,,,,,,
Dave Hansen,"Ottawa, Ontario",Canadian/Maritimer: Enjoy your freedom? Thank a Veteran/Soldier! Enjoy your weekends? Thank a Union! #PIPSC #BeExcellentToEachOther -Bill&Ted #Resist FBR☘️🇨🇦,11/3/2012 19:18,10397,10562,84851,FALSE,7/27/2020 3:19,policecarlightpolicecarlightpolicecarlight covid update july case worldwide w dead case america w,['COVID19'],Twitter Web App,FALSE,Fear,15198,,,,,,,,,
Dr Elisa Perego,"Vienna, Austria",Hon Res Associate @UCLarchaeology @marginality_IoA @CoPOWER_MSCA #archaeology #collapse #bioarchaeology #inequality #disability #LongCovid Lombardy (views own),5/19/2011 9:56,693,580,11162,FALSE,7/27/2020 3:16,gemzme mewarriorau dancingstrheart know covid v complex disease know,['COVID19'],Twitter for Android,FALSE,Fear,15217,,,,,,,,,
Akshayakalpa Organic Milk,"Bengaluru, India","Fresh, #CertifiedOrganic, wholesome Cow Milk From Our Family Farms.",3/6/2018 16:08,420,22,419,FALSE,7/27/2020 3:15,delivery cold chain milk transportation truck cleaned sanitised every day covid covidprecautions,"['covid19', 'covidprecautions']",LaterMedia,FALSE,Sad,15223,,,,,,,,,
Mr. Evil Mark,"Colorado, USA","""Not my circus, not my monkeys” #Juggalo #Weirdo #StrangeMusic #ClownLivesMatter #Slumerican #SoberFun #KillYourLocalPedophile #ZeroFucksGiven #StimpsonJCat",3/5/2019 19:34,508,605,19998,FALSE,7/27/2020 3:15,would way ohio sometime week nope fuck covid cryingface,['COVID19'],Twitter for iPhone,FALSE,Sad,15229,,,,,,,,,
#'संत कल्पवृक्षगिरी सुशीलगिरि महाराज'-सचिन उपमन्यु,भारत,अच्युतं केशवं राम नारायणं। कृष्ण दामोदरं वासुदेवं हरिं। श्रीधरं माधवं गोपिका वल्लभं। जानकीनायकं रामचन्द्रं भजे।।...गरुड़पुराण सरोद्धार ८/१७ .,6/12/2018 1:43,160,111,33694,FALSE,7/27/2020 3:15,httweets wrong every religious leader asking people pray eradicate covid,['covid19'],Twitter Web App,FALSE,Fear,15231,,,,,,,,,
Brittcherie,America,We need more redheaded models. #truestory,4/1/2020 17:04,3,53,60,FALSE,7/27/2020 3:15,people dont think sometimes seriously covid,"['seriously', 'COVID19']",Twitter for Android,FALSE,Fear,15236,,,,,,,,,
ABS-CBN News Channel,Philippines,News updates & breaking news from the Philippines. Like our Facebook page:  http://t.co/xr1ETuyubS.,6/4/2009 21:26,4998518,770,5423,TRUE,7/27/2020 3:13,michelledong mastercard ph country manager rowell del fierro ph like market feel covid impact,['COVID19'],TweetDeck,FALSE,Fear,15251,,,,,,,,,
Anthony Gilgan,"Oregon, USA","A well regulated militia, being necessary to the security of a free state, the right of the people to keep and bear arms shall not be infringed.",6/9/2020 1:17,27,281,1215,FALSE,7/27/2020 3:12,pinkaboutit leahr maybe covid manufactured distraction realdonaldtrump work behind sc,['Covid19'],Twitter for iPhone,FALSE,Sad,15252,,,,,,,,,
Rishav Ranjan,"Patna, India",Simple and honest,12/19/2011 11:14,10,293,929,FALSE,7/27/2020 3:11,dmvaishali iprdbihar please mention number person deceased due covid district dmvaishali,['COVID19'],Twitter for Android,FALSE,Fear,15261,,,,,,,,,
Donald Trump Super-Ego,"Washington, DC",Imagine the misery...assigned Super Ego to the Donald-id (aka: OedipusTrump).,3/13/2018 14:23,6,92,225,FALSE,7/27/2020 3:11,kayleighmcenany oh oedipustrump today american dead covid u ought load ur te,"['OedipusTrump', 'Covid19']",Twitter for iPhone,FALSE,Fear,15265,,,,,,,,,
TripleRBailBonds,State of Arkansas,Serving the State of #Arkansas with Professional #Bail #Bonds. A #Bondsman On call 24/7 call 866.593.7457 https://t.co/KfwTAftnAJ TEXT US 870.232.4739,8/15/2010 4:20,3170,3481,6607,FALSE,7/27/2020 3:11,orthoa arkansas epically failed citizen state dealing covid,['COVID19'],Twitter Web App,FALSE,Sad,15269,,,,,,,,,
Mumbai Mirror,"Mumbai, India",India's largest compact newspaper.,12/5/2012 11:37,374301,228,436,TRUE,7/27/2020 3:10,facility collectively provided covid bed dispute allegation say targeting small hospita,['COVID__19'],TweetDeck,FALSE,Fear,15284,,,,,,,,,
Randy S.,United States,"Caretaker of liberty, lover of Labradors. I'm not here to change your opinion. I respond to ensure you realize that mine is equally important. No Hate Zone!",3/26/2009 13:33,145,518,2276,FALSE,7/27/2020 3:07,benshapiro wake people dems want u fight covid mask closed church,['Dems'],Twitter for Android,FALSE,Fear,15301,,,,,,,,,
Elliot J. Scott,"UWS New York, NY","Endocrine surgery fellow; attorney. Cajun, francophile, Bourbonist (politically/mixologically), previous: @virginiamason @LSUHealthNO @tulanelaw @univofthesouth",12/15/2014 15:04,725,1492,4842,FALSE,7/27/2020 3:07,yes absurd stupid pestilence frequently remember observation covid banal virus w,['COVID19'],Twitter for iPhone,FALSE,Sad,15304,,,,,,,,,
Monika Merkes PhD Ⓥ,"Melbourne, Australia","Informed, passionate and opinionated about the links between the health and wellbeing of humans, other animals and the environment. #PublicHealth RT≠endorsement",6/19/2011 7:15,1119,1004,3048,FALSE,7/27/2020 3:07,beyond time shut meatworks covid covidvic publichealth,"['covid19', 'covid19vic', 'PublicHealth']",Twitter Web App,FALSE,Fear,15305,,,,,,,,,
Mia Bennett,Hong Kong,"Assistant Professor @HKUGeography & Arctic Blogger ❄️ | researching the geopolitics of infrastructure development 🛤️✈️🌏, running marathons🏃‍, and eating🍦",4/18/2012 11:43,2670,457,1783,FALSE,7/27/2020 3:06,im struggling w issue globalization amp tourism class starting sept hkugeography serious syllabu,['Tourism'],Twitter Web App,FALSE,Fear,15312,,,,,,,,,
Greg Graham 🌊🌊🌊,https://joebiden.com/donate,"Father | Former Husband, Devoted Co-Parent | Writer & Entrepreneur | Hufflepuff, Aspiring Gryffindor | @ChipotleTweets addict | #BlueWave #StillWithHer",6/9/2020 18:13,511,752,23,FALSE,7/27/2020 3:05,fuck gomer covid trumpvirus,"['COVID19', 'TrumpVirus']",A Touch of Snark,FALSE,Sad,15316,,,,,,,,,
Prison Abolition Prisoner Support,TX OH & all detention places,#FreeThemAll every day but especially during #covid19 #covid19behindbars #BreakEveryChain,2/13/2015 19:45,1972,1082,2609,FALSE,7/27/2020 3:05,meanwhile people behind bar dying covid dewine wont release,['covid19'],Twitter for iPhone,FALSE,Sad,15318,,,,,,,,,
ABS-CBN News Channel,Philippines,News updates & breaking news from the Philippines. Like our Facebook page:  http://t.co/xr1ETuyubS.,6/4/2009 21:26,4998518,770,5423,TRUE,7/27/2020 3:05,rtvm office shuts two week disinfection covid,['COVID19'],TweetDeck,FALSE,Fear,15326,,,,,,,,,
Christjahn,"Ottawa, Ontario","Virginia Tech MPA graduate, degrees in Religious studies (Christianity focus), political science, & public policy/administration. Go ISU Cyclones & Go Braves",6/9/2010 20:42,181,1290,3977,FALSE,7/27/2020 3:04,keep mind think ive already covid wasnt sick bunch hype nothing peop,['COVID19'],Twitter for iPhone,FALSE,Fear,15328,,,,,,,,,
RelentlessNRecovery,"DC/VA to Charleston, SC","12+ yrs of 12 Step Recovery, WV native, stay at home #MAGA mom!",3/8/2012 3:47,461,1905,7594,FALSE,7/27/2020 3:03,henrymcmaster realdonaldtrump get homeschool supply tax deductible due pandemic covid schoolreopening,"['pandemic', 'COVID19', 'SchoolReopening']",Twitter for Android,FALSE,Fear,15339,,,,,,,,,
Patricia Hilbish 👀‽,Seattle,🌊 🌊 I mishmash. Committed relationship with my guitar. Addicted to my telescope. Seahawks devotee. Alumnae Seattle Cancer Care Alliance (2004) 💚💙🏈 💚💙,2/2/2009 0:22,779,1447,21300,FALSE,7/27/2020 3:03,onebadbowtie werent wrong politeness doesnt keep family alive covid doesnt care nice,['COVID19'],Twitter for iPad,FALSE,Fear,15342,,,,,,,,,
Person. Man. Register. Vote. Landslide.,"Wisconsin, USA","#TheResistance #FBR #LGBTQIA #WisconsinBlue Wisconsinite, Patriot. Working for a better America. #Biden2020 #VoteBlueNoMatterWho $ddash1973",3/10/2018 18:31,5483,5788,30661,FALSE,7/27/2020 3:03,im going cruise year covid normally dont go cruise im poor,['COVID19'],Twitter for Android,FALSE,Fear,15343,,,,,,,,,
𝓐𝓲𝓧𝓮𝓛𝓼𝔂𝓓⑬🎸,"Bridgeville, PA, USA","Dad! Married to @BCarroll13. I blog occasionally. I dig #Batman, #StarWars, #PunkRock, weird #Guitars,  #FoodAllergy news, drawing #mazes, & other stuff.",4/4/2009 13:00,1001,2468,6853,FALSE,7/27/2020 3:03,people one family dead covid skullandcrossbones,['Covid19'],Twitter for Android,FALSE,Fear,15346,,,,,,,,,
Warren Te Brugge,Minneapolis,Father | Husband | Cancer Survivor | Women’s Rights | Equal Rights | Black Lives Matter | South African-Canadian living in the USA |,4/14/2009 21:34,2507,3009,10699,FALSE,7/27/2020 3:01,show much health issue exacerbated covid,['COVID19'],Twitter for iPhone,FALSE,Fear,15370,,,,,,,,,
PoliticalCupid,Floating around somewhere ,"Just a sweet little cherub interested in politics. My tweets, my opinions only. Retweets = interesting. I follow US and Canadian politics.",1/27/2017 3:45,1087,1479,26390,FALSE,7/27/2020 3:01,trump month late covid relief package,['COVID19'],Twitter for iPhone,FALSE,Fear,15372,,,,,,,,,
DA_Jack_ McCoy_ 49ers!™,"Columbus, OH","Loving father of 2 beautiful daughters. USAF Vet, Writer 4 @Nothingbut9ers Clone since 1999! @jimrome•#RipPrince #Resist🇺🇸🇨🇦🇲🇽 Free 2 change your mind",4/18/2011 14:40,1776,2041,27872,FALSE,7/27/2020 3:00,drama covid votebluetoendthisnightmare,"['COVID19', 'VoteBlueToEndThisNightmare']",Twitter for Android,FALSE,Fear,15381,,,,,,,,,
ETHealthWorld,"Noida, India",One stop platform that tracks all breaking news & analysis of the pulsating healthcare industry.,10/30/2014 7:51,5541,887,245,TRUE,7/27/2020 3:00,ethealthworld disposal biomed waste problem doc find cure delhi pathology covidcases covid,"['Delhi', 'Pathology', 'COVID19Cases', 'Covid19']",econ b2b post,FALSE,Fear,15382,,,,,,,,,
Tuliram Ronghang,"Diphu, India","Chief Executive Member, Karbi Anglong Autonomous Council. Official Handle of Tuliram Ronghang. RTs do not represent his views.",12/25/2016 14:23,2899,333,118,FALSE,7/27/2020 3:00,sorry keycapmore covid patient dy karbi anglong joysing bey year dfo ic west division th,['Covid19'],Twitter for Android,FALSE,Sad,15386,,,,,,,,,
Kylie Bartholomew,"Sunshine Coast, Queensland",ABC digital producer & journalist. Aquarian. Food. Dance. Music. Story-telling. 💙 Mum of a T1D warrior 💪 My views.,12/9/2011 4:17,419,256,68,TRUE,7/27/2020 3:00,covid look like child dad say hit yo worst younger two,['COVID19'],TweetDeck,FALSE,Sad,15400,,,,,,,,,
Dr. Andrea Feigl,"Washington, DC",Health economist | Global health expert | Founder & CEO @HealthFinInst | @Harvard '15 | former @OECD | #COVID19 updates,6/13/2017 21:04,2546,1001,5740,FALSE,7/27/2020 2:59,covid could mean le development aid gt potential vicious cycle covid wearadamnmask,"['COVID19', 'WearADamnMask']",Twitter Web App,FALSE,Fear,15402,,,,,,,,,
🎃🔪The Keybard🔪🎃,facebook.com/CVaidyaAuthor,Author and editor. #HorrorFanatics #Horror #Halloween #WolfPackAuthor #WritingCommunity. 🚫No DMs!🚫 Disabled Wife and Mother. https://t.co/0pL9yAFOnJ,2/4/2014 8:55,5057,5563,13347,FALSE,7/27/2020 2:59,seriously though guy change specie human worst cephalopod octopus idontlikehumans,"['cephalopods', 'octopus', 'idontlikehumans']",Twitter for Android,FALSE,Sad,15407,,,,,,,,,
Prince Handley,Travel internationally.,"International spokesman for Middle East & Foreign Affairs. News, Secret Intel, Prophecy & Geopolitics. Future News Now! FREE 'Hot News': princehandley@gmail.com",10/21/2008 0:31,103085,87330,56,FALSE,7/27/2020 2:59,covid talk annoying finally better lab result,"['COVID19', 'annoying', 'lab', 'results']",Twitter for Android,FALSE,Fear,15409,,,,,,,,,
anoop misra,"New Delhi, India","Chairman. Fortis CDOC Hospital for Diabetes and Allied Sciences, New Delhi
Former Professor of Medicine, AIIMS, New Delhi
Padam Shree and BC Roy Awardee",8/21/2011 14:22,1295,34,2641,FALSE,7/27/2020 2:58,people learning half mask common everyday correct people next day situation,['masks'],Twitter Web App,FALSE,Fear,15412,,,,,,,,,
😷BlueTexan🌊🇺🇸,"Texas, USA","#TeamJoe 🍦
#resistance #VoteBlue2020 
#GUNREFORM 
Chemical Dependency Counselor",9/4/2008 21:08,4954,5312,121032,FALSE,7/27/2020 2:57,trumpwarroom sorry grandma already dead due trumpvirus trumpviruscatastrophe,"['TrumpVirus', 'TrumpVirusCatastrophe']",Twitter for Android,FALSE,Fear,15416,,,,,,,,,
bluebay700,#Twitterverse,Lifestyle magazine & online publishing.  #LGBT+ #Photography #Press #Drag #Travel #Fitness #naturalDiet #News #Tech #ShowBiz #Humor #Sarcasm ☆ #VivaSuVida ☆ 🌏✌,8/30/2009 23:38,1394,522,146151,FALSE,7/27/2020 2:57,society one hand u expert pumping covid info amp advisory amp government,"['Society', 'COVID19']",Twitter for Android,FALSE,Fear,15420,,,,,,,,,
We the People for BETO 🛹 💙 #Biden2020 #WearAMask,Texas - 38 EC Votes,"Betocrat #Biden2020

📢 https://t.co/XPlmLdFhQp where @BetoORourke organizes volunteers to help our country address its most pressing needs! #BetoForever #FlipTXBlue",9/28/2018 17:12,12286,12146,144208,FALSE,7/27/2020 2:57,thateljefe katypatriot brokenheartfoldedhandsdoveredheart sorry loss aunt covid thought go,['COVID19'],Twitter for Android,FALSE,Sad,15421,,,,,,,,,
Leona,🇵🇭,Ad Woman || Football star wannabe,6/19/2009 5:06,219,439,1096,FALSE,7/27/2020 2:57,way protesting tuning instead stupid sona defendpressfreedom,['DefendPressFreedom'],Twitter for iPhone,FALSE,Anger,15423,,,,,,,,,
@brianosheaspi,USA,@Strikerpierce : #investigations & #protection. #intelligence & #transparency. #InvestigateEverything,2/2/2011 12:17,712,510,1731,FALSE,7/27/2020 2:56,sadly mask negative mention ccpchina amp difference opinion blamed covid become r,"['CCPChina', 'COVID19']",Twitter Web App,FALSE,Sad,15427,,,,,,,,,
boss_ton_girl 🧜‍♀️,S Boston 🍀,"Happily Married, Nutritionist, Sarcastic, Beach Girl 🧜‍♀️ Animal Lover 🐾 ⚡️Wake ~ Pray ~ Slay⚡️",7/6/2012 1:36,1124,675,117767,FALSE,7/27/2020 2:56,looking online vintage jewelry amp lot mushroom frog owl lot heavy jewelry need life covid,['COVID19'],Twitter for iPhone,FALSE,Fear,15428,,,,,,,,,
New Straits Times,Malaysia,"News, views and up-to-date reports from Malaysia's premier news source. All that and more at https://t.co/S8jbx5pMaF",7/9/2009 9:04,716503,411,875,TRUE,7/27/2020 2:56,nstnation government decided usual parade aug held country still impl,['NSTnation'],TweetDeck,FALSE,Fear,15429,,,,,,,,,
AC Junior 😷,"Philadelphia, PA USA","😷 - just postings of random nonsense.
--
EST. 1972",6/6/2008 23:58,179,789,4582,FALSE,7/27/2020 2:55,yeah short game mlb season wont last game phillies lose weekend,"['MLB', 'Phillies']",Twitter Web App,FALSE,Fear,15434,,,,,,,,,
matt cruz,"Burlington, Ontario",instagram: @maddiesdaddy11,3/12/2009 11:46,161,178,10762,FALSE,7/27/2020 2:55,like fuck america want change cant bothered get couch vote youre,['America'],Twitter for iPhone,FALSE,Sad,15435,,,,,,,,,
Esteban | BLM,"Los Angeles, CA","LA native happily rediscovering his city • Here for the environment, urbanism, and queer liberation. A product of @Georgetown & @Cambridge_Uni",6/10/2009 3:36,268,524,745,FALSE,7/27/2020 2:54,cagovernor gavinnewsom mayorofla ericgarcetti shut larockwell covidiots covid,"['COVIDIOTS', 'covid19']",Twitter for iPhone,FALSE,Fear,15442,,,,,,,,,
350 East Asia,East Asia,We’re a global movement that's inspiring the world to rise to the challenge of the climate crisis. 350ppm = safe upper limit of CO2 in atmosphere.,8/25/2014 15:08,2335,610,2911,TRUE,7/27/2020 2:54,unfortunate regime opted use covid crisis excuse trample human right civ,['COVID19'],Twitter for iPhone,FALSE,Fear,15447,,,,,,,,,
the real elly-ice™,IKA•ATH•APF•DCA•LAX•LAS•DCA,"🏆 special girl, real good girl • 📰founder & ceo of shariatPR • 🐢 terp for life • furever mama to @quasimodawg (11.01.18 – 06.21.20) 💔",4/8/2009 14:27,2013,939,133155,FALSE,7/27/2020 2:53,never getting covid semblance control pensiveface hate damn covidiots unamusedface,"['COVID19', 'COVIDIOTS']",Twitter for iPhone,FALSE,Anger,15448,,,,,,,,,
CovidWears,"New York, NY",#Loungewear now on #sale! 100% of profits donated to NYC's @MSMorningside #COVID19 Relief Fund.,7/2/2020 3:41,21,140,13,FALSE,7/27/2020 2:52,mission covidwears always provide tangible support vulnerable community impacted,"['CovidWears', 'support']",Twitter Web App,FALSE,Sad,15459,,,,,,,,,
J-Woo™,"New Orleans, LA / Memphis, TN","#FalconsFam
#WontBowDown
Just Keep Pushing - Me
Life Ain't Fair - Me",1/29/2010 3:19,841,391,212,FALSE,7/27/2020 2:50,man fuck covid,['Covid19'],Mobile Web (M2),FALSE,Sad,15476,,,,,,,,,
Trista Crass,"Alaska, USA","I'm not spiritual, but I love nachos

plants-comedy-writing-homesteading-sailing-nonsense",10/25/2012 2:20,286,331,2234,FALSE,7/27/2020 2:49,disappointed continued failure continued poor leadership dunleavy administration alaska got,['dunleavy'],Twitter Web App,FALSE,Sad,15489,,,,,,,,,
Vanessa Whitman,"Arlington, TX",Precious with a heart of gold. Unapologetically me. Proudly taken❤,4/16/2009 17:11,80,496,2284,FALSE,7/27/2020 2:48,fuck covid love grandma im sorry die alone without family beside,['COVID19'],Twitter for Android,FALSE,Fear,15494,,,,,,,,,
Jet Simon,"Vancouver, Canada","former 10 year old on newgrounds.

hobbies: gamedev, blender, music, and cooking.

itch: https://t.co/iiJVfo52Gu

bandcamp: https://t.co/B0p8F4fUxH",4/9/2020 1:13,25,133,204,FALSE,7/27/2020 2:48,found last global pandemic lasted two year im going go insane covid covid wearamaskplease,"['covid', 'covid19', 'WearAMaskPlease']",Twitter Web App,FALSE,Fear,15495,,,,,,,,,
She Who Must Not Be Named,"Michigan, USA",TravelBusinessOwnerBlogger pre🦠  #ClimateCrisis 🌎 #NationalParks 🐻 #Resister 💙 #VoteBlue 🌱#PlantEater #MentalHealthWarrior🏅 #MeToo #BlackLivesMatter,8/24/2019 16:19,2087,1947,17554,FALSE,7/27/2020 2:47,realdonaldtrump coachmystogan hahahahah mr game show host staupp facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoy become comedian hescared,['HeScared'],Twitter for iPhone,FALSE,Sad,15500,,,,,,,,,
Americannon,"South Dakota, USA",I'm an American 🇺🇸,12/16/2015 21:43,16,83,113,FALSE,7/27/2020 2:47,doctor say watching cnn every morning may help effectively empty bowel trending cnn coronavirus covid,"['Trending', 'CNN', 'coronavirus', 'COVID19']",Twitter for Android,FALSE,Fear,15504,,,,,,,,,
Scott Pilgrim,"san jose, CA",Ask me how you can save 15% on car insurance by buying me a beer,8/3/2013 1:51,106,550,1850,FALSE,7/27/2020 2:46,stay home youre sick come youre thicc covid,['covid19'],Twitter for Android,FALSE,Sad,15512,,,,,,,,,
alokedeep singh,"Mumbai-Bengaluru-Delhi,INDIA","#digital #banker, ex-head of #fashion #CPG #eCommerce| lifelong student @#martech #fintech #omnichannel #techdrivendisruption. All that matters is #CX!",5/9/2008 12:33,1335,2772,2622,FALSE,7/27/2020 2:46,sad lockdown covid make educationdivide onlineeducation even deeper,"['sad', 'lockdown', 'COVID19', 'educationdivide', 'OnlineEducation']",Twitter for iPhone,FALSE,Sad,15520,,,,,,,,,
Matthew Rimmer,"Brisbane, Queensland",Professor of IP & Innovation Law #Copyright #Patent #Trademark #Access2meds #Plainpacks #SDGs #Climate #IndigenousIP #TPP #trade #robotics #3dprinting @QUT,6/26/2009 10:17,16191,17067,57756,FALSE,7/27/2020 2:46,new book vulnerable law policy ethic covid chapter e focus privatization covid,"['COVID19', 'COVID19']",Twitter Web App,FALSE,Fear,15523,,,,,,,,,
Arthur Alien 👽🎥🛸,"Pennsylvania, USA",Creative Director @ inHouseAlien | Hybrid Creative 🎬📸🎥 | UFO Hunter 🛸 | Designer | Advertising | Photographer | 60% Psychic,1/3/2020 1:45,1154,4993,3052,FALSE,7/27/2020 2:45,anyone long distance relationship alien aliengreenheartalien ufo ufo ufo alien alien,"['ufo', 'ufos', 'UFOs', 'alien', 'aliens']",Twitter for iPhone,FALSE,Fear,15532,,,,,,,,,
